timestamp,sim_hours,P_A_kW,comfort_violation_A_degCh,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,scheduled_vars_A,under_attack_A,bcp_A,bahu_A,Tsa_A,Vcore_A,P_B_kW,P_B_kW_original,SOC_B,TES_mode_B,comfort_violation_B_degCh,T_core_B,T_east_B,T_north_B,T_south_B,T_west_B,scheduled_vars_B,under_attack_B,P_total_kW,feeder_capacity_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,attack_active,attack_name
18316800,0,0.049,0,23.88888889,23.75925926,23.57407407,23.16666667,23.42592593,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.01193356,23.88995301,23.81223911,23.89503696,23.90170814,,FALSE,4.90E-02,50,1.82E-10,30,FALSE,FALSE,
18317700,0.25,0.049,0,24,23.75925926,23.7962963,23.64814815,23.74074074,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.01193356,23.88995301,23.81223911,23.89503696,23.90170814,,FALSE,4.90E-02,50,1.66E-10,30,FALSE,FALSE,
18318600,0.5,0.049,0,24,23.83333333,23.88888889,23.74074074,23.85185185,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.01193356,23.88995301,23.81223911,23.89503696,23.90170814,,FALSE,4.90E-02,50,1.66E-10,30,FALSE,FALSE,
18319500,0.75,0.049,0,24.03703704,23.83333333,23.92592593,23.81481481,23.88888889,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.01193356,23.88995301,23.81223911,23.89503696,23.90170814,,FALSE,4.90E-02,50,1.81E-10,30,FALSE,FALSE,
18320400,1,0.049,0,24.05555556,23.83333333,23.88888889,23.83333333,23.88888889,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.00345834,23.87554261,23.77594564,23.867688,23.86663021,,FALSE,4.90E-02,50,1.76E-10,30,FALSE,FALSE,
18321300,1.25,0.049,0,24.05555556,23.83333333,23.90740741,23.81481481,23.88888889,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.00345834,23.87554261,23.77594564,23.867688,23.86663021,,FALSE,4.90E-02,50,1.82E-10,30,FALSE,FALSE,
18322200,1.5,0.049,0,24.05555556,23.87037037,23.94444444,23.77777778,23.88888889,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.00345834,23.87554261,23.77594564,23.867688,23.86663021,,FALSE,4.90E-02,50,1.64E-10,30,FALSE,FALSE,
18323100,1.75,0.049,0,24.05555556,23.88888889,23.92592593,23.77777778,23.83333333,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,24.00345834,23.87554261,23.77594564,23.867688,23.86663021,,FALSE,4.90E-02,50,1.83E-10,30,FALSE,FALSE,
18324000,2,0.049,0,24.05555556,23.88888889,23.83333333,23.77777778,23.83333333,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,23.97190987,23.83407312,23.72235257,23.82611344,23.83323043,,FALSE,4.90E-02,50,1.81E-10,30,FALSE,FALSE,
18324900,2.25,0.049,0,24.05555556,23.88888889,23.83333333,23.77777778,23.83333333,"bcp,bahu",FALSE,0,0,13,0.5,0,0,0.5,0,0,23.97190987,23.83407312,23.72235257,23.82611344,23.83323043,,FALSE,4.90E-02,50,1.77E-10,30,FALSE,FALSE,
