timestamp,sim_hours,P_A_kW,comfort_violation_A_degCh,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,scheduled_vars_A,under_attack_A,bcp_A,bahu_A,Tsa_A,Vcore_A,P_B_kW,SOC_B,TES_mode_B,comfort_violation_B_degCh,T_core_B,T_east_B,T_north_B,T_south_B,T_west_B,scheduled_vars_B,under_attack_B,P_total_kW,feeder_capacity_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,attack_active,attack_name
18316800,0.0,5.452302360683155e-11,0.0,23.90072788724399,23.739433849327384,23.719410565016233,23.71938361486383,23.694227194322252,"bcp,bahu",False,0,0,13.0,0.5,7.711863630520623,0.5345110042363757,-1,0.0,24.012538799362744,23.89148261044187,23.811772606722002,23.896054209181898,23.902394047657594,uMod,False,7.711863630575146,30.0,25.706212101917153,22.288136369424855,False,False,
18317700,0.25,4.971037386299187e-11,0.0,23.96109109014509,23.854554303222244,23.84854152479477,23.781085427243625,23.849164627426205,"bcp,bahu",False,0,0,13.0,0.5,7.711863630520623,0.5345110042363757,-1,0.0,24.012538799362744,23.89148261044187,23.811772606722002,23.896054209181898,23.902394047657594,uMod,False,7.711863630570334,30.0,25.70621210190111,22.288136369429665,False,False,
18318600,0.5,4.9936858196984526e-11,0.0,23.996432911793192,23.826552776598078,23.87544628975172,23.874958330133836,23.892570427142743,"bcp,bahu",False,0,0,13.0,0.5,7.711863630520623,0.5345110042363757,-1,0.0,24.012538799362744,23.89148261044187,23.811772606722002,23.896054209181898,23.902394047657594,uMod,False,7.71186363057056,30.0,25.706212101901865,22.288136369429438,False,False,
18319500,0.75,5.4408172896575005e-11,0.0,24.01403128215037,23.894706943718916,23.81389063193143,23.89945585589561,23.907563662643213,"bcp,bahu",False,0,0,13.0,0.5,7.711863630520623,0.5345110042363757,-1,0.0,24.012538799362744,23.89148261044187,23.811772606722002,23.896054209181898,23.902394047657594,uMod,False,7.711863630575031,30.0,25.70621210191677,22.28813636942497,False,False,
18320400,1.0,5.275904386134961e-11,0.0,24.018906289559084,23.864912362311372,23.829767403041274,23.90592543073018,23.91430070622664,"bcp,bahu",False,0,0,13.0,0.5,7.711820490602171,0.5704984542763724,-1,0.0,24.002121631774344,23.874236294329762,23.77476666218689,23.866803245346375,23.865720365457605,uMod,False,7.7118204906549295,30.0,25.7060683021831,22.28817950934507,False,False,
18321300,1.25,5.473327035068432e-11,0.0,24.01802013539566,23.87363090743827,23.887440095179045,23.825858667736895,23.90608667734608,"bcp,bahu",False,0,0,13.0,0.5,7.711820490602171,0.5704984542763724,-1,0.0,24.002121631774344,23.874236294329762,23.77476666218689,23.866803245346375,23.865720365457605,uMod,False,7.711820490656904,30.0,25.706068302189678,22.288179509343095,False,False,
18322200,1.5,4.9210903127553074e-11,0.0,24.01393542262639,23.89388816768411,23.871698840729607,23.868667326033687,23.823258668653125,"bcp,bahu",False,0,0,13.0,0.5,7.711820490602171,0.5704984542763724,-1,0.0,24.002121631774344,23.874236294329762,23.77476666218689,23.866803245346375,23.865720365457605,uMod,False,7.711820490651382,30.0,25.706068302171275,22.288179509348616,False,False,
18323100,1.75,5.493984843653669e-11,0.0,24.007326813716247,23.883898894061076,23.778051094765203,23.87435552948324,23.87460709410982,"bcp,bahu",False,0,0,13.0,0.5,7.711820490602171,0.5704984542763724,-1,0.0,24.002121631774344,23.874236294329762,23.77476666218689,23.866803245346375,23.865720365457605,uMod,False,7.711820490657111,30.0,25.70606830219037,22.28817950934289,False,False,
18324000,2.0,5.4303882155369626e-11,0.0,23.995688954674165,23.86795988497397,23.753696968916245,23.861026323506564,23.866444650894664,"bcp,bahu",False,0,0,13.0,0.5,7.711715963994846,0.6064859043164749,-1,0.0,23.97023830305858,23.83227149853883,23.721045051026977,23.824654320177956,23.83161330686778,uMod,False,7.71171596404915,30.0,25.70571988016383,22.288284035950852,False,False,
18324900,2.25,5.322562080167879e-11,0.0,23.98694903603473,23.8570199961203,23.740749479443025,23.849772290504916,23.85624987740158,"bcp,bahu",False,0,0,13.0,0.5,7.711715963994846,0.6064859043164749,-1,0.0,23.97023830305858,23.83227149853883,23.721045051026977,23.824654320177956,23.83161330686778,uMod,False,7.7117159640480715,30.0,25.70571988016024,22.28828403595193,False,False,
18325800,2.5,5.204657225035892e-11,0.0,23.98042433324315,23.848659392281263,23.731468709915816,23.840394618046957,23.847871773078225,"bcp,bahu",False,0,0,13.0,0.5,7.711715963994846,0.6064859043164749,-1,0.0,23.97023830305858,23.83227149853883,23.721045051026977,23.824654320177956,23.83161330686778,uMod,False,7.711715964046892,30.0,25.70571988015631,22.288284035953108,False,False,
18326700,2.75,5.091003189608556e-11,0.0,23.9753769921233,23.841911701903825,23.724546056104032,23.83240153631914,23.840891978685875,"bcp,bahu",False,0,0,13.0,0.5,7.711715963994846,0.6064859043164749,-1,0.0,23.97023830305858,23.83227149853883,23.721045051026977,23.824654320177956,23.83161330686778,uMod,False,7.711715964045756,30.0,25.70571988015252,22.288284035954245,False,False,
18327600,3.0,4.980268111494454e-11,0.0,23.97113521593019,23.835908453385514,23.719114234696633,23.82503717492949,23.834550301523564,"bcp,bahu",False,0,0,13.0,0.5,7.711255210582501,0.6424733543566806,-1,0.0,23.950811805734986,23.80102423188015,23.700533569729203,23.787156264981377,23.788092291835937,uMod,False,7.711255210632304,30.0,25.704184035441013,22.288744789367698,False,False,
18328500,3.25,4.8815118420609003e-11,0.0,23.966716899192647,23.828436418051638,23.71359471636373,23.816086825550883,23.826675166864845,"bcp,bahu",False,0,0,13.0,0.5,7.711255210582501,0.6424733543566806,-1,0.0,23.950811805734986,23.80102423188015,23.700533569729203,23.787156264981377,23.788092291835937,uMod,False,7.711255210631316,30.0,25.70418403543772,22.288744789368685,False,False,
18329400,3.5,4.7992908856921845e-11,0.0,23.9615308819221,23.819073754844624,23.70795630731709,23.80520462150548,23.81606746202766,"bcp,bahu",False,0,0,13.0,0.5,7.711255210582501,0.6424733543566806,-1,0.0,23.950811805734986,23.80102423188015,23.700533569729203,23.787156264981377,23.788092291835937,uMod,False,7.711255210630494,30.0,25.70418403543498,22.288744789369506,False,False,
18330300,3.75,4.73388965740937e-11,0.0,23.95477221729584,23.808479760498187,23.704794106660188,23.793382464237823,23.789584212757234,"bcp,bahu",False,0,0,13.0,0.5,7.711255210582501,0.6424733543566806,-1,0.0,23.950811805734986,23.80102423188015,23.700533569729203,23.787156264981377,23.788092291835937,uMod,False,7.71125521062984,30.0,25.704184035432803,22.28874478937016,False,False,
18331200,4.0,5.020686718512863e-11,0.0,23.947213228124497,23.792883270358345,23.74197541831927,23.77898244412063,23.726213602085863,"bcp,bahu",False,0,0,13.0,0.5,7.711144610925643,0.678460804396508,-1,0.0,23.92764411513963,23.756892215083553,23.662444178204566,23.74477124470809,23.761551314794474,uMod,False,7.71114461097585,30.0,25.703815369919504,22.28885538902415,False,False,
18332100,4.25,4.93059597649508e-11,0.0,23.94119714093472,23.783208065417,23.759527961238405,23.691583917304115,23.76729418224693,"bcp,bahu",False,0,0,13.0,0.5,7.711144610925643,0.678460804396508,-1,0.0,23.92764411513963,23.756892215083553,23.662444178204566,23.74477124470809,23.761551314794474,uMod,False,7.71114461097495,30.0,25.703815369916498,22.288855389025052,False,False,
18333000,4.5,4.812782614866641e-11,0.0,23.93580334426821,23.708608585500087,23.743736782070187,23.74526613650721,23.773433274791614,"bcp,bahu",False,0,0,13.0,0.5,7.711144610925643,0.678460804396508,-1,0.0,23.92764411513963,23.756892215083553,23.662444178204566,23.74477124470809,23.761551314794474,uMod,False,7.711144610973771,30.0,25.70381536991257,22.288855389026228,False,False,
18333900,4.75,4.9488633007874424e-11,0.0,23.932439935025627,23.764922634866537,23.666316652463593,23.7521147159228,23.770452771029852,"bcp,bahu",False,0,0,13.0,0.5,7.711144610925643,0.678460804396508,-1,0.0,23.92764411513963,23.756892215083553,23.662444178204566,23.74477124470809,23.761551314794474,uMod,False,7.711144610975132,30.0,25.703815369917105,22.288855389024867,False,False,
18334800,5.0,2.2153061906045908,0.0,23.92123729048768,23.738581088501803,23.68670055854932,23.74801436895882,23.767022964819148,"bcp,bahu",False,1,1,13.0,0.5,7.711357954532268,0.714448254436586,-1,0.0,23.954861964415727,23.87237146083686,23.74450024421202,23.7797595789188,23.790797886027406,uMod,False,9.926664145136858,30.0,33.088880483789524,20.073335854863142,False,False,
18335700,5.25,2.6931195546660027,0.0,23.870054710469333,23.69571610118294,23.696162183714762,23.667597345101058,23.712722484328424,"bcp,bahu",False,1,1,13.0,0.5,7.711357954532268,0.714448254436586,-1,0.0,23.954861964415727,23.87237146083686,23.74450024421202,23.7797595789188,23.790797886027406,uMod,False,10.404477509198271,30.0,34.68159169732757,19.595522490801727,False,False,
18336600,5.5,3.0004143054497496,0.0,23.77970810480008,23.628286215617834,23.621350674102302,23.611829185837678,23.600584799551484,"bcp,bahu",False,1,1,13.0,0.5,7.711357954532268,0.714448254436586,-1,0.0,23.954861964415727,23.87237146083686,23.74450024421202,23.7797595789188,23.790797886027406,uMod,False,10.711772259982018,30.0,35.7059075332734,19.28822774001798,False,False,
18337500,5.75,3.422349573514005,0.0,23.72003239685671,23.61313050181326,23.563510688251768,23.569046817199876,23.567953828650616,"bcp,bahu",False,1,1,13.0,0.5,7.711357954532268,0.714448254436586,-1,0.0,23.954861964415727,23.87237146083686,23.74450024421202,23.7797595789188,23.790797886027406,uMod,False,11.133707528046273,30.0,37.112358426820904,18.866292471953727,False,False,
18338400,6.0,15.590490874755709,0.0,22.58862069908679,21.633088237370146,21.8734273033798,21.86165234877143,21.54646237015976,"bcp,bahu",False,1,1,13.0,0.5,7.711721801081758,0.7504357044766572,-1,0.0,24.049938867604453,24.292646475416007,23.88092804140541,23.891006759144943,23.968947322698625,uMod,False,23.302212675837467,30.0,77.67404225279155,6.697787324162533,False,False,
18339300,6.25,15.008676823293147,0.0,22.470468025455602,21.564185302294845,21.76754781111299,21.752774093434596,21.420511974032763,"bcp,bahu",False,1,1,13.0,0.5,7.711721801081758,0.7504357044766572,-1,0.0,24.049938867604453,24.292646475416007,23.88092804140541,23.891006759144943,23.968947322698625,uMod,False,22.720398624374905,30.0,75.73466208124968,7.279601375625095,False,False,
18340200,6.5,14.54079832016721,0.0,22.43695183222951,21.569138165045047,21.728942437786714,21.71303399357072,21.40490929792037,"bcp,bahu",False,1,1,13.0,0.5,7.711721801081758,0.7504357044766572,-1,0.0,24.049938867604453,24.292646475416007,23.88092804140541,23.891006759144943,23.968947322698625,uMod,False,22.25252012124897,30.0,74.1750670708299,7.7474798787510295,False,False,
18341100,6.75,14.762729244531826,0.0,22.417290618814945,21.58028345777717,21.704482552738,21.68952021504566,21.391761127015684,"bcp,bahu",False,1,1,13.0,0.5,7.711721801081758,0.7504357044766572,-1,0.0,24.049938867604453,24.292646475416007,23.88092804140541,23.891006759144943,23.968947322698625,uMod,False,22.474451045613584,30.0,74.91483681871195,7.525548954386416,False,False,
18342000,7.0,15.092736566559436,0.0,22.375632812968263,21.57214946941997,21.67392373843711,21.659824074897642,21.31610876462628,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,uMod,False,18.606538951518818,30.0,62.02179650506273,11.393461048481182,False,False,
18342900,7.25,15.28057059158754,0.0,22.348440959498305,21.571890703271322,21.65433400072726,21.640487694473677,21.29468769089823,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,uMod,False,18.79437297654692,30.0,62.647909921823064,11.20562702345308,False,False,
18343800,7.5,15.423414694805611,0.0,22.325856918072702,21.575457435791463,21.64070775708467,21.631145913261037,21.276645284640836,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,uMod,False,18.93721707976499,30.0,63.124056932549976,11.062782920235009,False,False,
18344700,7.75,15.465535683447278,0.0,22.307494994917704,21.590847317622377,21.629246375549826,21.62484570333504,21.26340191203633,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,uMod,False,18.97933806840666,30.0,63.26446022802219,11.020661931593342,False,False,
18345600,8.0,15.01220026283717,0.0,22.40240167043072,21.69453580865695,21.715474861456926,21.71684295495328,21.3737886946231,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,uMod,False,19.251787354632835,30.0,64.17262451544279,10.748212645367165,False,False,
18346500,8.25,15.27728641913848,0.0,22.55052184806516,21.840906275406667,21.84457951789136,21.85407239111771,21.51108829418149,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,uMod,False,19.516873510934147,30.0,65.05624503644715,10.483126489065853,False,False,
18347400,8.5,15.779357677914334,0.0,22.690246099100875,21.998521986088917,21.974493094742854,21.996825847770936,21.593692313334373,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,uMod,False,20.018944769709996,30.0,66.72981589903331,9.981055230290004,False,False,
18348300,8.75,16.30407778431089,0.0,22.8615258206475,22.20464665865626,22.127541260229293,22.17181996352099,21.74011743767778,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,uMod,False,20.543664876106554,30.0,68.47888292035518,9.456335123893446,False,False,
18349200,9.0,16.83841366404052,0.0,22.948136453057145,22.355845991281456,22.20676857574864,22.28318649871278,21.81503497486881,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,uMod,False,21.382434515921645,30.0,71.27478171973881,8.617565484078355,False,False,
18350100,9.25,17.24360873448568,0.0,22.99757065212765,22.47594206712472,22.25476550644902,22.372612186445735,21.8594972195624,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,uMod,False,21.787629586366805,30.0,72.62543195455602,8.212370413633195,False,False,
18351000,9.5,17.028939419794078,0.0,23.054022045811223,22.580027438565025,22.305650394315705,22.469052389370518,21.938188268744966,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,uMod,False,21.572960271675207,30.0,71.90986757225069,8.427039728324793,False,False,
18351900,9.75,17.515992198741113,0.0,23.112627977291595,22.660802785858266,22.35788404715754,22.567728873243766,22.003999470745327,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,uMod,False,22.06001305062224,30.0,73.53337683540747,7.9399869493777615,False,False,
18352800,10.0,18.192353978220503,0.0,23.126265415387365,22.693087467290923,22.380474954064653,22.640724486111594,21.97902289930346,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,uMod,False,22.674207159591973,30.0,75.58069053197323,7.3257928404080275,False,False,
18353700,10.25,18.63971622191618,0.0,23.150067416722266,22.715510577160444,22.407535007468027,22.72083568725253,22.002635747200713,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,uMod,False,23.12156940328765,30.0,77.07189801095883,6.878430596712349,False,False,
18354600,10.5,18.919719831228996,0.0,23.16880609980592,22.71961894370895,22.429592198271735,22.79837919248712,22.02203389990069,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,uMod,False,23.401573012600466,30.0,78.00524337533489,6.5984269873995345,False,False,
18355500,10.75,19.109334701308164,0.0,23.18628953373195,22.71338159559383,22.451183712028467,22.877783440143787,22.041059674823032,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,uMod,False,23.591187882679634,30.0,78.63729294226545,6.408812117320366,False,False,
