timestamp,sim_hours,P_A_kW,comfort_violation_A_degCh,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,scheduled_vars_A,under_attack_A,bcp_A,bahu_A,Tsa_A,Vcore_A,P_B_kW,SOC_B,TES_mode_B,comfort_violation_B_degCh,T_core_B,T_east_B,T_north_B,T_south_B,T_west_B,scheduled_vars_B,under_attack_B,P_total_kW,feeder_capacity_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,attack_active,attack_name
18316800,0.0,5.452302360683155e-11,0.0,23.90072788724399,23.739433849327384,23.719410565016233,23.71938361486383,23.694227194322252,"bcp,bahu",False,0,0,13.0,0.5,6.063724639255191,0.5346828020692626,-1,0.0,24.012397230579097,23.89129108713081,23.811774106168116,23.895857120403036,23.902245214569746,uMod,False,6.063724639309713,40.0,15.159311598274282,33.93627536069029,False,False,
18317700,0.25,4.971037386299187e-11,0.0,23.96109109014509,23.854554303222244,23.84854152479477,23.781085427243625,23.849164627426205,"bcp,bahu",False,0,0,13.0,0.5,6.063724639255191,0.5346828020692626,-1,0.0,24.012397230579097,23.89129108713081,23.811774106168116,23.895857120403036,23.902245214569746,uMod,False,6.063724639304901,40.0,15.159311598262255,33.9362753606951,False,False,
18318600,0.5,4.9936858196984526e-11,0.0,23.996432911793192,23.826552776598078,23.87544628975172,23.874958330133836,23.892570427142743,"bcp,bahu",False,0,0,13.0,0.5,6.063724639255191,0.5346828020692626,-1,0.0,24.012397230579097,23.89129108713081,23.811774106168116,23.895857120403036,23.902245214569746,uMod,False,6.063724639305128,40.0,15.15931159826282,33.93627536069487,False,False,
18319500,0.75,5.4408172896575005e-11,0.0,24.01403128215037,23.894706943718916,23.81389063193143,23.89945585589561,23.907563662643213,"bcp,bahu",False,0,0,13.0,0.5,6.063724639255191,0.5346828020692626,-1,0.0,24.012397230579097,23.89129108713081,23.811774106168116,23.895857120403036,23.902245214569746,uMod,False,6.063724639309599,40.0,15.159311598273998,33.9362753606904,False,False,
18320400,1.0,5.275904386134961e-11,0.0,24.018906289559084,23.864912362311372,23.829767403041274,23.90592543073018,23.91430070622664,"bcp,bahu",False,0,0,13.0,0.5,6.063696714658214,0.570670252109305,-1,0.0,24.002245827355466,23.8744088177516,23.774900169056025,23.866983627079264,23.86582401028079,uMod,False,6.063696714710972,40.0,15.15924178677743,33.93630328528903,False,False,
18321300,1.25,5.473327035068432e-11,0.0,24.01802013539566,23.87363090743827,23.887440095179045,23.825858667736895,23.90608667734608,"bcp,bahu",False,0,0,13.0,0.5,6.063696714658214,0.570670252109305,-1,0.0,24.002245827355466,23.8744088177516,23.774900169056025,23.866983627079264,23.86582401028079,uMod,False,6.063696714712947,40.0,15.159241786782369,33.93630328528705,False,False,
18322200,1.5,4.9210903127553074e-11,0.0,24.01393542262639,23.89388816768411,23.871698840729607,23.868667326033687,23.823258668653125,"bcp,bahu",False,0,0,13.0,0.5,6.063696714658214,0.570670252109305,-1,0.0,24.002245827355466,23.8744088177516,23.774900169056025,23.866983627079264,23.86582401028079,uMod,False,6.063696714707425,40.0,15.159241786768563,33.936303285292574,False,False,
18323100,1.75,5.493984843653669e-11,0.0,24.007326813716247,23.883898894061076,23.778051094765203,23.87435552948324,23.87460709410982,"bcp,bahu",False,0,0,13.0,0.5,6.063696714658214,0.570670252109305,-1,0.0,24.002245827355466,23.8744088177516,23.774900169056025,23.866983627079264,23.86582401028079,uMod,False,6.063696714713154,40.0,15.159241786782884,33.93630328528685,False,False,
18324000,2.0,5.4303882155369626e-11,0.0,23.995688954674165,23.86795988497397,23.753696968916245,23.861026323506564,23.866444650894664,"bcp,bahu",False,0,0,13.0,0.5,6.0636293892912345,0.6066577021493371,-1,0.0,23.970161535014086,23.832199645272112,23.720973099381922,23.8245883114501,23.831536318764563,uMod,False,6.063629389345539,40.0,15.159073473363845,33.936370610654464,False,False,
18324900,2.25,5.322562080167879e-11,0.0,23.98694903603473,23.8570199961203,23.740749479443025,23.849772290504916,23.85624987740158,"bcp,bahu",False,0,0,13.0,0.5,6.0636293892912345,0.6066577021493371,-1,0.0,23.970161535014086,23.832199645272112,23.720973099381922,23.8245883114501,23.831536318764563,uMod,False,6.06362938934446,40.0,15.15907347336115,33.93637061065554,False,False,
