timestamp,sim_hours,P_A_kW,comfort_violation_A_degCh,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,V_core_A,V_east_A,V_north_A,V_south_A,V_west_A,scheduled_vars_A,under_attack_A,bcp_A,bahu_A,Tsa_A,Vcore_A,P_B_kW,SOC_B,TES_mode_B,comfort_violation_B_degCh,T_core_B,T_east_B,T_north_B,T_south_B,T_west_B,V_core_B,V_east_B,V_north_B,V_south_B,V_west_B,scheduled_vars_B,under_attack_B,P_total_kW,feeder_capacity_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,attack_active,attack_name
18343800,7.5,16.52724444672965,0.0,22.5934344129289,21.90238288178483,21.93428698201234,21.925439068834578,21.58317917158132,0.537226927437483,0.5045370956697711,0.505083559318843,0.505083559318843,0.502040672785714,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,0.6781031640834494,0.13575076176895237,0.14295208919041644,0.14295208919041638,0.10558392582029634,uMod,False,20.04104683168903,30.0,66.80348943896344,9.95895316831097,False,False,
18344700,7.75,15.72816981608805,0.0,22.550085835823097,21.88207997032589,21.89126635771072,21.887495804681635,21.536814296546083,0.5221228375967518,0.501518959812408,0.5019049481947616,0.5019049481947616,0.49746419562130184,"bcp,bahu",False,1,1,13.0,0.5,3.5138023849593814,0.7341062806849891,1,0.0,22.84523734741498,23.206440945344923,22.943777547525883,22.945457189835338,22.83374495161246,0.6781031640834494,0.13575076176895237,0.14295208919041644,0.14295208919041638,0.10558392582029634,uMod,False,19.24197220104743,30.0,64.13990733682478,10.758027798952568,False,False,
18345600,8.0,15.412284277343186,0.0,22.6339877002992,21.959453782643436,21.95564345692219,21.95764245540778,21.663136864342334,0.5198734718900507,0.5010739212007462,0.5014359534898696,0.5014359534898696,0.4723436571828359,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,0.6781075515976231,0.13575164011375732,0.14295301412979247,0.14295301412979247,0.1055846089773668,uMod,False,19.651871369138853,30.0,65.50623789712951,10.348128630861147,False,False,
18346500,8.25,15.782921326733266,0.0,22.738693259680815,22.06781863394292,22.051810073412696,22.06192825538892,21.683509300242804,0.5239814727148385,0.5018898934734884,0.5022956353305693,0.5022956353305693,0.4999829611500614,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,0.6781075515976231,0.13575164011375732,0.14295301412979247,0.14295301412979247,0.1055846089773668,uMod,False,20.02250841852893,30.0,66.74169472842976,9.977491581471071,False,False,
18347400,8.5,16.122416176325945,0.0,22.876487048080435,22.214604302111923,22.17199505061666,22.195011394034168,21.795195375269316,0.5282267184233234,0.5027384290100725,0.5031892718354625,0.5031892718354625,0.5006425664464133,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,0.6781075515976231,0.13575164011375732,0.14295301412979247,0.14295301412979247,0.1055846089773668,uMod,False,20.36200326812161,30.0,67.87334422707204,9.637996731878388,False,False,
18348300,8.75,16.60885069675942,0.0,23.04029732213337,22.409989065441835,22.315449857543513,22.360423605252038,21.931593311210975,0.5323939194725943,0.5035713896631189,0.5040665039996168,0.5040665039996168,0.5012900714847444,"bcp,bahu",False,1,1,13.0,0.5,4.239587091795665,0.7131223727195991,1,0.0,23.509667187872424,23.99940037328713,23.641544561905903,23.69541228222016,23.499355900114153,0.6781075515976231,0.13575164011375732,0.14295301412979247,0.14295301412979247,0.1055846089773668,uMod,False,20.84843778855508,30.0,69.49479262851693,9.151562211444919,False,False,
18349200,9.0,17.128235018942654,0.0,23.12027686855214,22.55320007440605,22.386859303762435,22.464196974416097,21.99829005778298,0.5365492937420707,0.5044018044922263,0.504941067057388,0.5049410670573878,0.5019355472304439,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,0.6779264040981029,0.2208948944293452,0.14291482611522532,0.14291482611522532,0.1055564034399723,uMod,False,21.672255870823783,30.0,72.24085290274594,8.327744129176217,False,False,
18350100,9.25,17.12889237764666,0.0,23.174714656876745,22.67704107391114,22.437229703960895,22.555914139008337,22.045199305865765,0.5246909962513184,0.5020315621074458,0.5024448438077525,0.5024448438077525,0.5000930450772505,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,0.6779264040981029,0.2208948944293452,0.14291482611522532,0.14291482611522532,0.1055564034399723,uMod,False,21.672913229527786,30.0,72.24304409842595,8.327086770472214,False,False,
18351000,9.5,17.095537944311953,0.0,23.24740866905188,22.78576040728501,22.493152406133675,22.65675569164904,22.19435872139468,0.5193388131096572,0.5009677890174823,0.5013241315974161,0.5013241315974161,0.4661231099085262,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,0.6779264040981029,0.2208948944293452,0.14291482611522532,0.14291482611522532,0.1055564034399723,uMod,False,21.63955879619308,30.0,72.13186265397692,8.360441203806921,False,False,
18351900,9.75,17.94803595994072,0.0,23.26211872978962,22.839658954736535,22.519828274219947,22.731295779574793,22.125136698982033,0.523947250827678,0.5018825590057877,0.5022879437161486,0.5022879437161486,0.4999771230460114,"bcp,bahu",False,1,1,13.0,0.5,4.544020851881127,0.6895157143909917,1,0.0,23.778042652169688,24.234904605978727,23.97055115882364,24.205747198649817,23.8366863818257,0.6779264040981029,0.2208948944293452,0.14291482611522532,0.14291482611522532,0.1055564034399723,uMod,False,22.492056811821847,30.0,74.97352270607283,7.507943188178153,False,False,
18352800,10.0,18.574416790551986,0.0,23.283449359467795,22.87177215547706,22.54289696351367,22.804535695972845,22.142944235313053,0.5282033321621242,0.5027332286715986,0.5031838298783706,0.5031838298783706,0.5006383785350248,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,0.6777996859820271,0.2703880835218506,0.14288811245218594,0.24442058179430545,0.10553667281950557,uMod,False,23.056269971923456,30.0,76.85423323974486,6.943730028076544,False,False,
18353700,10.25,19.0408616740282,0.0,23.3060287840442,22.892252002425607,22.56848786013876,22.88337516392761,22.16529086998628,0.532368308804841,0.5035657278170114,0.5040605771225843,0.5040605771225843,0.5012855201499417,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,0.6777996859820271,0.2703880835218506,0.14288811245218594,0.24442058179430545,0.10553667281950557,uMod,False,23.52271485539967,30.0,78.4090495179989,6.47728514460033,False,False,
18354600,10.5,19.354527540155082,0.0,23.3227152229465,22.893136142918195,22.58812267299544,22.958740524794507,22.182169606767673,0.5365237815469794,0.5043961618826539,0.5049351604685708,0.5049351604685708,0.5019310107269006,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,0.6777996859820271,0.2703880835218506,0.14288811245218594,0.24442058179430545,0.10553667281950557,uMod,False,23.836380721526552,30.0,79.45460240508851,6.163619278473448,False,False,
18355500,10.75,19.140717470995074,0.0,23.3488603086966,22.89369239797327,22.61600140630094,23.044392230255312,22.207815770515708,0.5247176710652759,0.5020365986735439,0.5024501675993801,0.5024501675993801,0.5000968785951165,"bcp,bahu",False,1,1,13.0,0.5,4.48185318137147,0.661350709284271,1,0.0,23.850958874119215,24.145238282252933,24.133979695137043,24.228020953171836,24.007171169181163,0.6777996859820271,0.2703880835218506,0.14288811245218594,0.24442058179430545,0.10553667281950557,uMod,False,23.622570652366544,30.0,78.74190217455515,6.377429347633456,False,False,
18356400,11.0,18.739574371984354,0.0,23.401976406960102,22.900762897899654,22.658877808061675,23.143364833336875,22.345264448550097,0.5193503572507371,0.5009702894776555,0.5013267521883117,0.5013267521883117,0.466255320114415,"bcp,bahu",False,1,1,13.0,0.5,2.725845044991834,0.6297388462069105,1,0.0,23.891819419944284,24.052102104644916,24.05633748344667,24.368436990887744,24.12258683235723,0.6778509107376647,0.27216217244558427,0.1951051078273539,0.28659987349402044,0.10554464876046239,uMod,False,21.46541941697619,30.0,71.5513980565873,8.53458058302381,False,False,
