scenario,dt_hours,feeder_capacity_mean_kW,feeder_limit_frac,feeder_limit_mean_kW,viol_count_steps,viol_hours,viol_percent_time,max_exceed_kW,mean_exceed_kW,exceed_energy_kWh,compliance_percent_time,agg_P_total_kW_mean_kW,agg_P_total_kW_std_kW,agg_P_total_kW_cv_percent,agg_P_total_kW_peak_kW,agg_P_total_kW_p05_kW,agg_P_total_kW_p95_kW,agg_P_total_kW_mean_abs_ramp_kW_per_h,agg_P_total_kW_max_abs_ramp_kW_per_h,A_occupied_hours,A_setpoint_C,A_unmet_degree_hours_sum,A_unmet_degree_hours_worst_zone,A_overcool_degree_hours_sum,A_overcool_degree_hours_worst_zone,A_max_temp_worst_zone_C,A_p95_temp_worst_zone_C,A_T_core_A_UHD_degC_h,A_T_core_A_OCD_degC_h,A_T_core_A_max_occ_C,A_T_core_A_mean_occ_C,A_T_core_A_p95_occ_C,A_T_east_A_UHD_degC_h,A_T_east_A_OCD_degC_h,A_T_east_A_max_occ_C,A_T_east_A_mean_occ_C,A_T_east_A_p95_occ_C,A_T_north_A_UHD_degC_h,A_T_north_A_OCD_degC_h,A_T_north_A_max_occ_C,A_T_north_A_mean_occ_C,A_T_north_A_p95_occ_C,A_T_south_A_UHD_degC_h,A_T_south_A_OCD_degC_h,A_T_south_A_max_occ_C,A_T_south_A_mean_occ_C,A_T_south_A_p95_occ_C,A_T_west_A_UHD_degC_h,A_T_west_A_OCD_degC_h,A_T_west_A_max_occ_C,A_T_west_A_mean_occ_C,A_T_west_A_p95_occ_C,B_occupied_hours,B_setpoint_C,B_unmet_degree_hours_sum,B_unmet_degree_hours_worst_zone,B_overcool_degree_hours_sum,B_overcool_degree_hours_worst_zone,B_max_temp_worst_zone_C,B_p95_temp_worst_zone_C,B_T_core_B_UHD_degC_h,B_T_core_B_OCD_degC_h,B_T_core_B_max_occ_C,B_T_core_B_mean_occ_C,B_T_core_B_p95_occ_C,B_T_east_B_UHD_degC_h,B_T_east_B_OCD_degC_h,B_T_east_B_max_occ_C,B_T_east_B_mean_occ_C,B_T_east_B_p95_occ_C,B_T_north_B_UHD_degC_h,B_T_north_B_OCD_degC_h,B_T_north_B_max_occ_C,B_T_north_B_mean_occ_C,B_T_north_B_p95_occ_C,B_T_south_B_UHD_degC_h,B_T_south_B_OCD_degC_h,B_T_south_B_max_occ_C,B_T_south_B_mean_occ_C,B_T_south_B_p95_occ_C,B_T_west_B_UHD_degC_h,B_T_west_B_OCD_degC_h,B_T_west_B_max_occ_C,B_T_west_B_mean_occ_C,B_T_west_B_p95_occ_C,TES_soc_mean,TES_soc_min,TES_soc_max,TES_soc_swing,TES_soc_viol_hours,TES_charge_hours,TES_discharge_hours,TES_soc_switch_count
Baseline (non-coordinated),0.25,30.0,0.8,24.0,8,2.0,8.333333333333332,2.7504235954498277,1.672035833840082,3.344071667680164,91.66666666666666,12.34895340487873,10.260568007459218,83.08856362333236,26.750423595449828,4.7334965478540634e-11,24.919088768602926,3.3945535014891246,66.78564354266217,12.0,24.0,0.00847962804772262,0.00847962804772262,64.21182330407233,15.830287983039952,24.03391851219089,23.83702993831888,0.0,7.250260620873853,23.861862412804783,23.39581161492718,23.83702993831888,0.0,15.794140173606378,23.47215625276874,22.68382165219947,22.90109257973067,0.0,15.830287983039952,23.25287517893628,22.68080933474667,23.044312685769633,0.0,9.786219983241562,23.81240119076824,23.184481668063203,23.809108381623407,0.00847962804772262,15.550914543310585,24.03391851219089,22.704797090394763,23.822055088373478,12.0,24.0,5.841370699062015,2.8704938584841138,9.191175934810868,2.94016507982996,24.88702878113054,24.88702878113054,0.11874387524040131,2.94016507982996,24.071283383492982,23.764881566284203,24.071283383492982,0.4339451871175015,1.1606750294738575,24.22888271791743,23.93943917980364,24.22888271791743,0.4919511000167702,1.6436210507505393,24.13661294960764,23.904027504105517,24.13661294960764,1.926236678203228,1.6174033761673137,24.383002114505476,24.025736108502993,24.383002114505476,2.8704938584841138,1.8293113985891978,24.88702878113054,24.08676520499124,24.88702878113054,0.3599081154014058,0.1789842078506316,0.5,0.3210157921493684,3.0,1.25,2.75,1
Proposed (hierarchical),0.25,30.0,0.8,24.0,0,0.0,0.0,0.0,0.0,0.0,100.0,13.392815779895068,8.73916548315083,65.25263713114983,23.591187882679638,4.459016569829138e-11,22.685755025787707,2.336332472597602,71.39118920405423,12.0,24.0,0.0,0.0,76.3609499198102,18.38418962087233,23.796501536577125,23.70038152759843,0.0,9.456958494536964,23.71485020207075,23.211920125455254,23.70038152759843,0.0,18.38418962087233,22.765963010061,22.467984198260638,22.748521238328586,0.0,18.20838573344639,22.908714618177555,22.482634522212802,22.906783438857886,0.0,12.176923593085911,23.668966593569166,22.98525636724284,23.667238803202963,0.0,18.134492477868598,23.796501536577125,22.48879229351095,23.6822060772164,12.0,24.0,4.828639026614852,2.098084998754416,11.042692359299508,3.1700525498729917,24.67193656515019,24.67193656515019,0.1086209547723378,3.1700525498729917,24.075004136478583,23.744880700408277,24.075004136478583,0.4322449928765799,1.3890791581313202,24.234904605978727,23.920263819562106,24.234904605978727,0.4247885218412115,1.8367722048122346,24.133979695137043,23.88233469308575,24.133979695137043,1.7648995583703062,2.6363841322132124,24.38727266184628,23.92737628551309,24.38727266184628,2.098084998754416,2.010404314269749,24.67193656515019,24.007306723707057,24.67193656515019,0.5452070475399958,0.361123964039884,0.7504357044766572,0.3893117404367732,0.0,1.5,3.25,1
