timestamp,P_A_kW,status_A,mode_A,comfort_violation_A,T_core_A,T_east_A,T_north_A,T_south_A,T_west_A,P_B_kW,SOC_B,TES_mode_B,comfort_violation_B,T_core_B,P_total_kW,feeder_utilization_pct,feeder_margin_kW,feeder_violated,P_A_ref_kW,P_B_ref_kW,SOC_B_target,attack_active
18447300,12.015402755396062,normal,nominal,2.301815805608271,27.34141717348143,28.3605160380136,27.494093483900087,28.287160330862662,27.724076196175304,12.550133846575287,0.21446095480056018,2,0.0,23.96975675029512,24.56553660197135,49.1310732039427,25.43446339802865,False,8.000000070335256,12.000000019697062,0.9,False
18448200,12.045429600410868,normal,nominal,2.3644162822507298,27.381758770818294,28.382408224888763,27.54248309100103,28.359220116963286,27.791794925331544,13.314987099270455,0.2144609532686711,2,0.0,23.987856677545437,25.360416699681323,50.72083339936264,24.639583300318677,False,8.000000070335256,12.000000019697062,0.9,False
18449100,12.064890027122479,normal,nominal,2.430672239478014,27.424460041443126,28.40742475508108,27.5925649049762,28.427816482550213,27.870422773861435,12.710254489560453,0.214460951768047,2,0.0,23.987481566697966,24.775144516682932,49.550289033365864,25.224855483317068,False,8.000000070335256,12.000000019697062,0.9,False
18450000,12.085424418642324,normal,nominal,2.6918508851265557,27.621644449086318,28.574208182140808,27.812717781152458,28.64074238317778,28.11809074494886,14.032629620268096,0.21446095026586975,2,0.0,24.090152478373227,26.118054038910422,52.236108077820845,23.881945961089578,False,8.000000070335256,12.000000019697062,0.9,False
18450900,12.105111787049982,normal,nominal,2.7934289482877688,27.691905717170584,28.627046891559814,27.890453598451927,28.72519532741819,28.239114258550558,13.538958144980986,0.21446094881206693,2,0.0,24.07277714550031,25.644069932030966,51.28813986406193,24.355930067969034,False,8.000000070335256,12.000000019697062,0.9,False
18451800,12.120787990753506,normal,nominal,2.879647131961903,27.750288217850994,28.669300178404796,27.95303277429838,28.792720500952896,28.353246856340547,14.554666922367707,0.21446094739075874,2,0.0,24.053874830370944,26.675454913121214,53.35090982624243,23.324545086878786,False,8.000000070335256,12.000000019697062,0.9,False
18452700,12.137429568862899,normal,nominal,2.9628909982209137,27.806570284137763,28.70947984585439,28.012314010346074,28.85371407900942,28.469485773536007,15.367771576282944,0.2144609460644986,2,0.0,23.993279312073582,27.505201145145843,55.01040229029168,22.494798854854157,False,8.000000070335256,12.000000019697062,0.9,False
18453600,10.184556349179015,under_attack,adaptive,3.2598259838695043,28.18156504682713,28.90259653763343,28.13908059950694,29.057877519934948,28.75818423157557,16.30695495644211,0.21446094481711034,2,0.0,23.97849975496382,26.491511305621124,52.98302261124225,23.508488694378876,False,8.000000070335252,12.00000001969706,0.9,True
18454500,10.206705023160263,under_attack,adaptive,3.374464969230388,28.26237962022401,28.963042621632155,28.23129811899662,29.13431664264624,28.906822873422527,17.161140998188014,0.21446094358951145,2,0.0,23.99574604079544,27.367846021348278,54.73569204269656,22.632153978651722,False,10.300000034183968,12.000000015510752,0.3,True
18455400,10.233649226770295,under_attack,adaptive,3.4701733053110075,28.32955064177179,29.011956724710274,28.305604608966064,29.192330474949927,29.041250770845977,16.312417763585575,0.21446094238050803,2,0.0,24.00084215588913,26.546066990355868,53.09213398071173,23.453933009644132,False,10.300000034183968,12.000000015510752,0.3,True
18456300,10.273801194072195,under_attack,adaptive,3.557417505648303,28.3925496457112,29.055669403100694,28.371822416047394,29.24022936088113,29.169399196852794,15.773476757027431,0.21446094116980569,2,0.0,24.005852875954417,26.047277951099627,52.09455590219926,23.952722048900373,False,10.300000034183968,12.000000015510752,0.3,True
18457200,10.326423712063741,under_attack,adaptive,3.643577441215271,28.455146934030722,29.10023594504014,28.437836914380796,29.284617046063772,29.296472925345654,15.201267170506586,0.2144609399013694,2,0.0,24.032065898890835,25.527690882570326,51.05538176514065,24.472309117429674,False,10.300000034183968,12.000000015510752,0.3,True
18458100,10.379285440600038,under_attack,adaptive,3.7228394775908384,28.51349241914761,29.13995862553486,28.4984667618383,29.321053188045084,29.418386915797498,14.465622743075164,0.21446093854178122,2,0.0,24.046668933812327,24.8449081836752,49.6898163673504,25.1550918163248,False,10.300000034183968,12.000000015510752,0.3,True
18459000,10.430619661897383,under_attack,adaptive,3.8014479008624704,28.57197339472185,29.180514630279845,28.559329604207733,29.355165829947794,29.53880814429266,15.946748006143862,0.2144609372140913,2,0.0,24.03651723151586,26.377367668041245,52.75473533608249,23.622632331958755,False,10.300000034183968,12.000000015510752,0.3,True
18459900,10.480245171937261,under_attack,adaptive,3.873297854720107,28.627698212268456,29.216687736132144,28.615308426123534,29.383126907539804,29.65037013681649,17.398814244796863,0.21446093596885393,2,0.0,24.018478037763543,27.879059416734123,55.75811883346824,22.120940583265877,False,10.300000034183968,12.000000015510752,0.3,True
18460800,10.525177912370731,under_attack,adaptive,3.9428870705421133,28.683444303925512,29.252875079527826,28.67023716747724,29.411095079080837,29.75389665215704,16.55577449907176,0.21446093475608974,2,0.0,24.00434212329702,27.08095241144249,54.16190482288498,22.91904758855751,False,10.300000034183968,12.000000015510752,0.3,True
18461700,10.555903354416694,under_attack,adaptive,4.006782975909587,28.734624723485297,29.284310458850996,28.72045365788796,29.43687216095276,29.850870902461338,13.615092005248753,0.2144609334302565,2,0.0,24.054844965213704,24.170995359665447,48.341990719330894,25.829004640334553,False,10.300000034183968,12.000000015510752,0.3,True
