timestamp,cycle_time,flex_time,agg_time,mpc_time,total_power,feeder_limit,utilization
108000.0,0.2842268943786621,0.20725703239440918,0.020984888076782227,0.0559849739074707,24.642747708277007,50.0,49.285495416554014
111600.0,0.2699553966522217,0.1859912872314453,0.0208437442779541,0.06207990646362305,24.116000493659037,50.0,48.23200098731807
115200.0,0.2760646343231201,0.2017519474029541,0.020119667053222656,0.054183244705200195,18.40404463424738,50.0,36.80808926849476
118800.0,0.3168506622314453,0.2178175449371338,0.028003454208374023,0.0710296630859375,19.855087876841466,50.0,39.71017575368293
122400.0,0.2539064884185791,0.17990326881408691,0.0199737548828125,0.05402946472167969,20.870885227264758,50.0,41.741770454529515
126000.0,0.26345133781433105,0.17702317237854004,0.028733253479003906,0.05769491195678711,21.67532012711387,50.0,43.350640254227734
129600.0,0.27571749687194824,0.20293426513671875,0.020971298217773438,0.05083870887756348,21.19379790742656,50.0,42.38759581485312
133200.0,0.2653086185455322,0.1812901496887207,0.02098989486694336,0.0620269775390625,20.36972502498328,50.0,40.73945004996656
136800.0,0.24644804000854492,0.17189526557922363,0.023009300231933594,0.05101919174194336,19.30243786946798,50.0,38.60487573893596
140400.0,0.2327103614807129,0.1571500301361084,0.021530866622924805,0.05402946472167969,18.724588959775463,50.0,37.44917791955093
144000.0,0.2363903522491455,0.15189409255981445,0.019960641860961914,0.06453561782836914,18.745701156051602,50.0,37.491402312103205
147600.0,0.25307512283325195,0.17227721214294434,0.022796154022216797,0.056999921798706055,19.68345765144471,50.0,39.36691530288942
151200.0,0.2505660057067871,0.17786860466003418,0.020997285842895508,0.05070066452026367,21.12860415573651,50.0,42.25720831147302
154800.0,0.25129222869873047,0.17542457580566406,0.018970966339111328,0.05592179298400879,22.76583868949881,50.0,45.53167737899762
158400.0,0.1959991455078125,0.12401890754699707,0.020969629287719727,0.050031423568725586,24.69283147705766,50.0,49.38566295411531
162000.0,0.26604628562927246,0.18898558616638184,0.021001577377319336,0.05503129959106445,24.348752059972284,50.0,48.69750411994457
165600.0,0.2760143280029297,0.18703842163085938,0.021976947784423828,0.06699895858764648,24.226270268873144,50.0,48.45254053774629
169200.0,0.25619029998779297,0.1659095287322998,0.023592710494995117,0.06568598747253418,24.40527867598791,50.0,48.81055735197581
