time_s,hour,agg_mode,theta,P_A_alloc,P_B_alloc,P_total_alloc,support_flag,P_A_kW,alpha_attack,Tz_A_core,Tz_A_east,Tz_A_north,Tz_A_south,Tz_A_west,comfort_viol_A,mode_A,P_B_kW,SOC_B,uMod_B,Tz_B_core,comfort_viol_B,P_total_kW
57600.0,16.0,NORMAL,0,20.755721691653477,22.244278308346523,43.0,False,19.8,0.0,22.74520659427892,22.545100934057995,22.597061518699352,22.627221125355167,22.557179844463693,0.0,NOMINAL,12.0,0.23666666666666675,2,22.98935504735709,0.0,31.8
58500.0,16.25,NORMAL,0,20.766005184157432,22.233994815842568,43.0,False,19.8,0.0,22.71255493562608,22.59442604558202,22.50100961442365,22.529830449651318,22.560803665391603,0.0,NOMINAL,12.0,0.23666666666666675,2,22.98935504735709,0.0,31.8
59400.0,16.5,NORMAL,0,20.773203628910203,22.226796371089797,43.0,False,19.8,0.0,22.65052614071956,22.589406629050035,22.589461479303875,22.589870469901317,22.48476457833164,0.0,NOMINAL,12.0,0.23666666666666675,2,22.98935504735709,0.0,31.8
60300.0,16.75,NORMAL,0,20.778242540237144,22.221757459762856,43.0,False,19.8,0.0,22.574496929387678,22.51683679148506,22.562570184193778,22.555983363700488,22.487351261100635,0.0,NOMINAL,12.0,0.23666666666666675,2,22.98935504735709,0.0,31.8
61200.0,17.0,NORMAL,0,20.781769778166,22.218230221834,43.0,False,19.8,0.0,22.539708782342686,22.52060876928134,22.559975268091403,22.493610796445303,22.520022704371403,0.0,NOMINAL,12.0,0.23666666666666675,2,22.890529400911834,0.0,31.8
62100.0,17.25,NORMAL,0,20.7842388447162,22.2157611552838,43.0,False,19.8,0.0,22.460218359339454,22.535654787842187,22.504379958340362,22.490956931457696,22.527853919754385,0.0,NOMINAL,12.0,0.23666666666666675,2,22.890529400911834,0.0,31.8
63000.0,17.5,NORMAL,0,20.785967191301342,22.214032808698658,43.0,False,19.8,0.0,22.480024751037153,22.52458829460798,22.537320636785868,22.470509119957637,22.53227342192835,0.0,NOMINAL,12.0,0.23666666666666675,2,22.890529400911834,0.0,31.8
63900.0,17.75,NORMAL,0,20.78717703391094,22.21282296608906,43.0,False,19.8,0.0,22.3920176997298,22.54311890198646,22.521832510427284,22.534240222644506,22.537950036999185,0.0,NOMINAL,12.0,0.23666666666666675,2,22.890529400911834,0.0,31.8
64800.0,18.0,NORMAL,0,20.78802392373766,22.21197607626234,43.0,False,19.8,0.0,22.421869061442628,22.603056447895813,22.667624492774085,22.55150573986088,22.513826537622478,0.0,NOMINAL,12.0,0.23666666666666675,2,22.800866005123776,0.0,31.8
65700.0,18.25,NORMAL,0,20.78861674661636,22.21138325338364,43.0,False,19.8,0.0,22.463334181454655,22.587686314771368,22.635772751932432,22.608913486348346,22.617377687720314,0.0,NOMINAL,12.0,0.23666666666666675,2,22.800866005123776,0.0,31.8
66600.0,18.5,NORMAL,0,20.78903172263145,22.21096827736855,43.0,False,19.8,0.0,22.55119615128087,22.499407877551032,22.65166532134859,22.546578603880636,22.72432930033538,0.0,NOMINAL,12.0,0.23666666666666675,2,22.800866005123776,0.0,31.8
67500.0,18.75,NORMAL,0,20.789322205842016,22.210677794157984,43.0,False,19.8,0.0,22.500829505543134,22.537367019234917,22.57729844795778,22.49557838825954,22.739466736698503,0.0,NOMINAL,12.0,0.23666666666666675,2,22.800866005123776,0.0,31.8
68400.0,19.0,NORMAL,0,20.78952554408941,22.21047445591059,43.0,False,0.5,0.0,23.11667676087565,23.105219376330517,23.18648780994009,23.114313508962507,23.336899541477905,0.0,NOMINAL,12.0,0.23666666666666675,2,23.429296816003333,0.0,12.5
69300.0,19.25,NORMAL,0,14.710167880862587,28.289832119137415,43.0,False,0.5,0.0,23.69085744238064,23.6638001110271,23.774942530352018,23.671097791875997,23.9791913478147,0.0,NOMINAL,12.0,0.23666666666666675,2,23.429296816003333,0.0,12.5
70200.0,19.5,NORMAL,0,10.45461751660381,32.54538248339619,43.0,False,0.5,0.0,24.274348353156814,24.231627492722875,24.38597589457972,24.19345362249392,24.572674621519074,0.0,NOMINAL,12.0,0.23666666666666675,2,23.429296816003333,0.0,12.5
71100.0,19.75,NORMAL,0,7.475732261622667,35.52426773837733,43.0,False,0.5,0.0,24.813578540929793,24.780867437407192,24.911054637435043,24.715822729384545,25.083748379884653,0.0,NOMINAL,12.0,0.23666666666666675,2,23.429296816003333,0.0,12.5
72000.0,20.0,NORMAL,0,5.390512583135868,37.609487416864134,43.0,False,0.5,0.0,25.29320444729279,25.293720655335513,25.465639974043857,25.24376217590283,25.641958736642717,0.0,NOMINAL,12.0,0.23666666666666675,2,23.941725190694168,0.0,12.5
72900.0,20.25,NORMAL,0,3.930858808195107,39.069141191804896,43.0,False,0.5,0.0,25.715853568823448,25.797144586353518,25.911585921637492,25.771153592920943,26.134003930279643,0.0,NOMINAL,12.0,0.23666666666666675,2,23.941725190694168,0.0,12.5
73800.0,20.5,NORMAL,0,2.9091011657365744,40.09089883426343,43.0,False,0.5,0.0,26.154993382382095,26.274010388248726,26.335957020925928,26.234046344125176,26.574254617291825,0.0,NOMINAL,12.0,0.23666666666666675,2,23.941725190694168,0.0,12.5
74700.0,20.75,NORMAL,0,2.193870816015602,40.806129183984396,43.0,False,0.5,0.0,26.566079711441876,26.713996668651884,26.79399310099514,26.714429268174335,26.967800743657055,0.0,NOMINAL,12.0,0.23666666666666675,2,23.941725190694168,0.0,12.5
75600.0,21.0,NORMAL,0,1.6932095712109214,41.30679042878908,43.0,False,0.5,0.0,26.98670322504753,27.113594401122874,27.28317229765448,27.129897461663305,27.428705076314984,0.0,NOMINAL,12.0,0.23666666666666675,2,24.49937540489384,0.0,12.5
76500.0,21.25,NORMAL,0,1.3427466998476447,41.657253300152355,43.0,False,0.5,0.0,27.393057118752928,27.412147686508806,27.633119228605366,27.485032960485153,27.777910850582522,0.0,NOMINAL,12.0,0.23666666666666675,2,24.49937540489384,0.0,12.5
77400.0,21.5,NORMAL,0,1.0974226898933512,41.90257731010665,43.0,False,0.5,0.0,27.778187056600828,27.829772144856864,27.97560761319749,27.851125332120088,28.131749629670242,0.0,NOMINAL,12.0,0.23666666666666675,2,24.49937540489384,0.0,12.5
78300.0,21.75,NORMAL,0,0.9256958829253458,42.074304117074654,43.0,False,0.5,0.0,28.15877170386826,28.17348786626836,28.334293472236862,28.17958729487954,28.41228699563553,0.0,NOMINAL,12.0,0.23666666666666675,2,24.49937540489384,0.0,12.5
79200.0,22.0,NORMAL,0,0.8054871180477421,42.19451288195226,43.0,False,0.5,0.0,28.450083690455813,28.465853175619447,28.639846212169257,28.557569682267392,28.72434637959462,0.0,NOMINAL,15.0,0.37166666666666676,-1,24.987935224684243,0.0,15.5
80100.0,22.25,NORMAL,0,0.7213409826334194,42.27865901736658,43.0,False,0.5,0.0,28.69492336509628,28.775507954611854,28.909287739385594,28.861312764402506,28.979405990204196,0.0,NOMINAL,15.0,0.37166666666666676,-1,24.987935224684243,0.0,15.5
81000.0,22.5,NORMAL,0,0.6624386878433937,42.33756131215661,43.0,False,0.5,0.0,28.976571853112418,28.996934428617394,29.195643405835245,29.09624493417807,29.181701681408768,0.0,NOMINAL,15.0,0.37166666666666676,-1,24.987935224684243,0.0,15.5
81900.0,22.75,NORMAL,0,0.6212070814903755,42.378792918509625,43.0,False,0.5,0.0,29.211186101599708,29.217055806898806,29.428898916993713,29.330089246301164,29.38748164593692,0.0,NOMINAL,15.0,0.37166666666666676,-1,24.987935224684243,0.0,15.5
82800.0,23.0,NORMAL,0,0.5923449570432628,42.40765504295674,43.0,False,0.5,0.0,29.37240679857332,29.37689453512449,29.66520471452718,29.509197474516,29.553304622770078,0.0,NOMINAL,15.0,0.5066666666666668,-1,25.433326353920986,0.0,15.5
83700.0,23.25,NORMAL,0,0.572141469930284,42.42785853006971,43.0,False,0.5,0.0,29.54259114133964,29.55849705976849,29.862402772098736,29.708187827283755,29.712454720316188,0.0,NOMINAL,15.0,0.5066666666666668,-1,25.433326353920986,0.0,15.5
84600.0,23.5,NORMAL,0,0.5579990289511988,42.4420009710488,43.0,False,0.5,0.0,29.682368158058562,29.741520190961896,30.001536048895222,29.864696883257178,29.794618270382905,0.0015360488952218532,NOMINAL,15.0,0.5066666666666668,-1,25.433326353920986,0.0,15.5
85500.0,23.75,NORMAL,0,0.5480993202658391,42.45190067973416,43.0,False,0.5,0.0,29.855067572829977,29.867532606520225,30.15040089500801,30.042495710565824,29.94895620860499,0.19289660557383215,NOMINAL,15.0,0.5066666666666668,-1,25.433326353920986,0.0,15.5
