,mod.conVAVSou.VDis_flow,mod.conVAVEas.VDis_flow,mod.conVAVNor.VDis_flow,mod.conVAVWes.VDis_flow,mod.conVAVCor.VDis_flow,mod.fanSup.VMachine_flow,mod.flo.temAirSou.T,mod.flo.temAirEas.T,mod.flo.temAirNor.T,mod.flo.temAirWes.T,mod.flo.temAirPer5.T,mod.TOut.y,mod.oveRelHumOutAir.y,total_power
0,0.00235973725,0.0018877898,0.0018877898,0.00141584235,0.0075511592,0.009486143745,296.81666666666666,296.81666666666666,296.92777777777775,296.8722222222222,297.2055555555555,294.3722222222222,0.67,49.0
0,0.0028316847,0.0028316847,0.0028316847,0.00235973725,0.0116384025131361,0.014394397225,296.76111111111106,296.8722222222222,296.8722222222222,296.81666666666666,297.15,294.26111111111106,0.705,49.0
0,0.0028316847,0.00235973725,0.0028316847,0.00235973725,0.0122706337,0.012129049465,296.8722222222222,296.9833333333333,297.0388888888889,296.9833333333333,297.15,294.0388888888889,0.757,49.0
0,0.0028316847,0.00235973725,0.003256437405,0.00235973725,0.01085479135,0.01746205565,296.92777777777775,296.9833333333333,297.09444444444443,297.0388888888889,297.2055555555555,293.76111111111106,0.81,49.0
0,0.0028316847,0.0028316847,0.00330363215,0.00235973725,0.012176244210000001,0.01576304483,296.9833333333333,296.9833333333333,297.0388888888889,297.09444444444443,297.2055555555555,293.5388888888889,0.8620000000000001,49.0
0,0.0028316847,0.0028316847,0.00330363215,0.00235973725,0.010901061077998,0.013261723345,296.9833333333333,296.9833333333333,297.0388888888889,297.09444444444443,297.2055555555555,293.31666666666666,0.882,49.0
0,0.0028316847,0.00235973725,0.0028316847,0.00235973725,0.0122706337,0.015243902634999999,296.92777777777775,296.9833333333333,297.09444444444443,297.09444444444443,297.2055555555555,293.09444444444443,0.897,49.0
0,0.0028316847,0.00253556080055005,0.0028316847,0.00235973725,0.011980204318481751,0.016754134475,296.92777777777775,297.0388888888889,297.09444444444443,297.0388888888889,297.2055555555555,292.8722222222222,0.912,49.0
0,0.0028316847,0.0028316847,0.0028316847,0.00235973725,0.01142112829,0.014016839264999999,296.9833333333333,297.0388888888889,297.0388888888889,296.9833333333333,297.2055555555555,292.65,0.927,49.0
0,0.0028316847,0.0028316847,0.0028316847,0.00235973725,0.0122706337,0.015810239575,296.9833333333333,297.0388888888889,296.9833333333333,297.0388888888889,297.2055555555555,292.4833333333333,0.938,49.0
0,0.0028316847,0.0028049705865402,0.00330363215,0.00235973725,0.0111996763880365,0.01746205565,296.9833333333333,297.0388888888889,296.9833333333333,297.0388888888889,297.2055555555555,292.26111111111106,0.948,49.0
0,0.0028316847,0.002668318343976935,0.0028316847,0.00235973725,0.0116043552801982,0.01623499228,296.9833333333333,297.0388888888889,296.92777777777775,297.0388888888889,297.2055555555555,292.0388888888889,0.958,49.0
0,0.0028316847,0.0028316847,0.0028405894044866,0.00235973725,0.010518982805321899,0.015904629065000002,296.9833333333333,296.9833333333333,296.92777777777775,297.0388888888889,297.2055555555555,291.8722222222222,0.968,49.0
0,0.0028316847,0.00235973725,0.0028316847,0.00235973725,0.0115808645678219,0.014771955185000001,296.9833333333333,296.9833333333333,296.92777777777775,297.0388888888889,297.2055555555555,291.65,0.9540000000000001,49.0
0,0.002992146833,0.002523103606023065,0.00330363215,0.00235973725,0.012217205945027851,0.018075587334999997,296.92777777777775,296.9833333333333,296.92777777777775,297.0388888888889,297.2055555555555,291.42777777777775,0.937,49.0
0,0.00330363215,0.00235973725,0.0028316847,0.00235973725,0.011392811443,0.01293136013,296.92777777777775,296.9833333333333,296.92777777777775,296.9833333333333,297.2055555555555,291.2055555555555,0.919,49.0
0,0.00330363215,0.0028316847,0.00330363215,0.00235973725,0.012874726436000001,0.018547534785,296.92777777777775,296.92777777777775,296.92777777777775,296.9833333333333,297.2055555555555,290.9833333333333,0.902,49.0
0,0.0028316847,0.0028316847,0.00330363215,0.00235973725,0.010618817625,0.00981650696,296.92777777777775,296.92777777777775,296.92777777777775,296.8722222222222,297.15,290.92777777777775,0.893,49.0
0,0.0028594463480198203,0.00235973725,0.0029797466497249753,0.00235973725,0.0127518350955996,0.014866344675,296.81666666666666,296.92777777777775,296.92777777777775,296.92777777777775,297.15,290.92777777777775,0.886,49.0
0,0.00330363215,0.0028316847,0.00330363215,0.0028316847,0.01274258115,0.015243902634999999,296.81666666666666,296.8722222222222,296.92777777777775,296.92777777777775,297.15,290.92777777777775,0.878,49.0
0,0.0028316847,0.00254125550726073,0.0028316847,0.00235973725,0.01060546104021755,0.014111228755,296.81666666666666,296.8722222222222,296.92777777777775,296.92777777777775,297.15,290.92777777777775,0.871,49.0
0,0.00330363215,0.0028316847,0.00330363215,0.00235973725,0.0127698087422854,0.018783508509999998,296.81666666666666,296.8722222222222,296.8722222222222,296.92777777777775,297.15,290.9833333333333,0.876,49.0
0,0.00330363215,0.0028316847,0.00330363215,0.002491882536,0.0121014452586495,0.015999018555,296.81666666666666,296.92777777777775,296.92777777777775,296.92777777777775,297.15,291.15,0.883,49.0
0,0.00326661655638058,0.002765612057,0.00330363215,0.0024163709440000003,0.01274258115,0.015715850085,296.81666666666666,296.9833333333333,296.9833333333333,296.92777777777775,297.15,291.26111111111106,0.891,49.0
0,0.0028316847,0.0026003379477998,0.00330363215,0.00235973725,0.012198026000659851,0.012176244210000001,296.8722222222222,297.0388888888889,296.9833333333333,296.92777777777775,297.15,291.3722222222222,0.898,49.0
0,0.0028316847,0.0028316847,0.0028316847,0.00235973725,0.01091832255598175,0.014819149929999999,296.8722222222222,297.15,296.9833333333333,296.9833333333333,297.15,291.76111111111106,0.893,49.0
0,0.0028316847,0.0028316847,0.0028316847,0.00235973725,0.0122706337,0.012223438954999999,296.92777777777775,297.26111111111106,296.9833333333333,296.9833333333333,297.2055555555555,292.2055555555555,0.886,49.0
0,0.0031903647619999998,0.00252630685495045,0.00330363215,0.00235973725,0.012006343128,0.012695386405,296.92777777777775,297.31666666666666,296.9833333333333,297.09444444444443,297.2055555555555,292.65,0.878,49.0
0,0.00424752705,0.00424752705,0.00424752705,0.002976899390759125,0.01840595055,0.02661783618,296.9833333333333,297.42777777777775,297.09444444444443,297.15,297.26111111111106,293.0388888888889,0.871,49.0
0,0.04577890265,0.04577890265,0.04011553325,0.0320924266,0.253879958712042,0.41229329232,296.8722222222222,297.26111111111106,297.0388888888889,296.9833333333333,297.0388888888889,293.59444444444443,0.84,6107.0
0,0.04577890265,0.04577890265,0.04011553325,0.0320924266,0.2539077281,0.413756329415,296.8722222222222,297.2055555555555,296.9833333333333,296.92777777777775,296.9833333333333,294.15,0.804,6305.0
0,0.04672279755,0.0461528974067525,0.040260746760890496,0.0320924266,0.256160597569422,0.4172015458,296.8722222222222,297.26111111111106,296.9833333333333,296.92777777777775,296.9833333333333,294.7055555555555,0.77,6403.0
0,0.04672279755,0.04577890265,0.04011553325,0.0320924266,0.255296339082135,0.41663520886,296.8722222222222,297.31666666666666,297.0388888888889,296.92777777777775,296.9833333333333,295.26111111111106,0.735,6452.0
0,0.04672279755,0.045863853191000004,0.04023129488027325,0.0320924266,0.256110165264915,0.417248740545,297.0388888888889,297.4833333333333,297.15,297.09444444444443,297.09444444444443,295.7055555555555,0.71,6513.0
0,0.04672279755,0.04577890265,0.04011553325,0.0320924266,0.254502381887,0.4162576509,297.3722222222222,297.81666666666666,297.4833333333333,297.3722222222222,297.42777777777775,296.09444444444443,0.688,6618.0
0,0.04672279755,0.04577890265,0.04011553325,0.0320924266,0.25459252384995,0.41630484564500003,297.76111111111106,298.15,297.81666666666666,297.76111111111106,297.76111111111106,296.5388888888889,0.665,6745.0
0,0.04672279755,0.04577890265,0.04011553325,0.0320924266,0.253590060271405,0.4162576509,298.0388888888889,298.4833333333333,298.15,298.0388888888889,298.0388888888889,296.9833333333333,0.643,6842.0
0,0.04672279755,0.045912473217299,0.04011553325,0.0320924266,0.255776640002,0.417248740545,298.26111111111106,298.76111111111106,298.31666666666666,298.2055555555555,298.2055555555555,297.3722222222222,0.631,6957.0
0,0.04672279755,0.066072643,0.041485105872002,0.0330363215,0.25815525515,0.43579627533,298.42777777777775,298.81666666666666,298.42777777777775,298.31666666666666,298.31666666666666,297.81666666666666,0.621,7103.0
0,0.0603003622869635,0.0953333849,0.055217851650000004,0.045556287397572254,0.25343578065,0.5078154562,298.5388888888889,298.92777777777775,298.4833333333333,298.3722222222222,298.3722222222222,298.2055555555555,0.611,7379.0
0,0.08447859355,0.11957514972875549,0.07881522415,0.05804953635,0.25343578065,0.593945865825,298.65,298.9833333333333,298.4833333333333,298.42777777777775,298.42777777777775,298.65,0.601,8931.0
0,0.069412577347854,0.1189307574,0.071103602817,0.0509703246,0.25437042537998,0.558644196565,298.7055555555555,298.9833333333333,298.5388888888889,298.42777777777775,298.42777777777775,298.92777777777775,0.595,5957.0
0,0.09958091195,0.1538548687,0.04011553325,0.053006178473488506,0.253296980904955,0.5984765613449999,298.76111111111106,298.92777777777775,298.7055555555555,298.4833333333333,298.4833333333333,299.2055555555555,0.59,6354.0
0,0.18264366315,0.1885013663514865,0.07843766618999999,0.08164690885,0.25343578065,0.75596542541,298.59444444444443,298.76111111111106,298.59444444444443,298.3722222222222,298.4833333333333,299.4833333333333,0.585,6214.0
0,0.327763039402123,0.35820811455,0.13828060285,0.119012442064646,0.258073561046405,1.18883562655,298.3722222222222,298.4833333333333,298.42777777777775,298.31666666666666,298.42777777777775,299.76111111111106,0.58,14718.0
0,0.3725110247618175,0.378297048584598,0.16187797535,0.1453598146,0.26287472965,1.291578586415,298.26111111111106,298.31666666666666,298.3722222222222,298.2055555555555,298.42777777777775,299.92777777777775,0.5750000000000001,14907.0
0,0.43508212444866,0.42501274804495004,0.209731672257588,0.19141099789232852,0.26153152001255503,1.54024769782,298.2055555555555,298.2055555555555,298.26111111111106,298.0388888888889,298.42777777777775,300.0388888888889,0.5700000000000001,15520.0
0,0.371847395855,0.34879639691786496,0.327194418236465,0.22417503875,0.25764630701992003,1.538407102765,298.31666666666666,298.26111111111106,297.8722222222222,297.81666666666666,298.31666666666666,300.15,0.5650000000000001,16073.0
0,0.515277558916185,0.5169004446125,0.357545547524945,0.20907272035,0.47687977279995003,2.058587582155,297.76111111111106,297.5388888888889,297.65,297.76111111111106,298.0388888888889,300.31666666666666,0.56,19333.0
0,0.32234010835,0.30299026290000003,0.1066601237,0.0651287481,0.1916106647,0.9841520174850001,298.59444444444443,298.3722222222222,298.59444444444443,298.5388888888889,298.4833333333333,300.31666666666666,0.56,9644.0
0,0.1396964452,0.12034659975,0.04011553325,0.043485238043,0.189552973818,0.53245111309,299.09444444444443,299.0388888888889,298.92777777777775,298.81666666666666,298.7055555555555,300.31666666666666,0.56,6206.0
0,0.15904629065,0.0981650696,0.1076040186,0.06371290575,0.1934984545,0.6197141965949999,299.15,299.15,298.81666666666666,298.8722222222222,298.76111111111106,300.31666666666666,0.56,6403.0
0,0.194529046146565,0.1481914993,0.12360107385360801,0.10551264482849351,0.1934984545,0.7640357268050001,299.15,299.0388888888889,298.81666666666666,298.7055555555555,298.76111111111106,300.31666666666666,0.56,6247.0
0,0.227151932241416,0.1661255024,0.1283697064,0.1189307574,0.1934984545,0.8304859277650001,299.31666666666666,299.15,298.92777777777775,298.8722222222222,298.8722222222222,300.42777777777775,0.5529999999999999,14675.0
0,0.44976591985000003,0.424752705,0.1984720491044525,0.3341387946,0.46730200517700704,1.8497980302750001,299.09444444444443,298.76111111111106,298.59444444444443,298.5388888888889,298.7055555555555,300.59444444444443,0.546,16663.0
0,0.28419731544099996,0.268519221152,0.19963377135,0.1840595055,0.226147779091,1.1328154642350001,298.9833333333333,298.76111111111106,298.76111111111106,298.76111111111106,298.8722222222222,300.76111111111106,0.538,14858.0
0,0.47525108215,0.2019935086,0.15621460595,0.1453598146,0.2350298301,1.207005603375,299.0388888888889,299.09444444444443,298.9833333333333,299.0388888888889,298.92777777777775,300.8722222222222,0.531,14823.0
